序号,省级类,省级,地级类,地级,适宜性均值
156,省,海南省,不统计,不统计,0.3061
157,省,四川省,地级市,乐山市,0.3315
158,省,云南省,地级市,丽江市,0.2269
159,省,浙江省,地级市,丽水市,0.3946
160,省,江苏省,地级市,连云港市,0.5545
161,省,四川省,自治州,凉山彝族自治州,0.22
162,省,辽宁省,地级市,辽阳市,0.4633
163,省,吉林省,地级市,辽源市,0.3699
164,省,山东省,地级市,聊城市,0.522
165,自治区,西藏自治区,地级市,林芝市,0.1326
166,省,云南省,地级市,临沧市,0.2203
167,省,山西省,地级市,临汾市,0.2986
168,省,海南省,不统计,不统计,0.3647
169,省,甘肃省,自治州,临夏回族自治州,0.3474
170,省,山东省,地级市,临沂市,0.4965
171,省,海南省,不统计,不统计,0.4564
172,自治区,广西壮族自治区,地级市,柳州市,0.3778
173,省,安徽省,地级市,六安市,0.4588
174,省,贵州省,地级市,六盘水市,0.4015
175,省,福建省,地级市,龙岩市,0.3142
176,省,甘肃省,地级市,陇南市,0.3204
177,省,湖南省,地级市,娄底市,0.42
178,省,四川省,地级市,泸州市,0.4223
179,省,河南省,地级市,洛阳市,0.2944
180,省,河南省,地级市,漯河市,0.4015
181,省,山西省,地级市,吕梁市,0.3432
182,省,安徽省,地级市,马鞍山市,0.6156
183,省,广东省,地级市,茂名市,0.2719
184,省,四川省,地级市,眉山市,0.3965
185,省,广东省,地级市,梅州市,0.297
186,省,四川省,地级市,绵阳市,0.3311
187,省,黑龙江省,地级市,牡丹江市,0.2191
188,自治区,西藏自治区,地级市,那曲市,0.024
189,省,江西省,地级市,南昌市,0.4777
190,省,四川省,地级市,南充市,0.4457
191,省,江苏省,地级市,南京市,0.6139
192,自治区,广西壮族自治区,地级市,南宁市,0.3849
193,省,福建省,地级市,南平市,0.3246
194,省,江苏省,地级市,南通市,0.6233
195,省,河南省,地级市,南阳市,0.3038
196,省,四川省,地级市,内江市,0.4486
197,省,浙江省,地级市,宁波市,0.5654
198,省,福建省,地级市,宁德市,0.4272
199,省,云南省,自治州,怒江傈僳族自治州,0.3121
200,省,四川省,地级市,攀枝花市,0.1752
201,省,辽宁省,地级市,盘锦市,0.5014
202,省,河南省,地级市,平顶山市,0.3594
203,省,甘肃省,地级市,平凉市,0.3876
204,省,江西省,地级市,萍乡市,0.4049
205,省,福建省,地级市,莆田市,0.4446
206,省,河南省,地级市,濮阳市,0.5491
207,省,云南省,地级市,普洱市,0.1448
208,省,黑龙江省,地级市,七台河市,0.2749
209,省,黑龙江省,地级市,齐齐哈尔市,0.201
210,省,湖北省,不统计,不统计,0.4116
211,省,贵州省,自治州,黔东南苗族侗族自治州,0.3962
212,省,贵州省,自治州,黔南布依族苗族自治州,0.4197
213,省,贵州省,自治州,黔西南布依族苗族自治州,0.3452
214,自治区,广西壮族自治区,地级市,钦州市,0.3491
215,省,河北省,地级市,秦皇岛市,0.4401
216,省,山东省,地级市,青岛市,0.6068
217,省,广东省,地级市,清远市,0.3802
218,省,甘肃省,地级市,庆阳市,0.3953
219,省,海南省,不统计,不统计,0.3951
220,省,海南省,不统计,不统计,0.231
221,省,云南省,地级市,曲靖市,0.3216
222,省,浙江省,地级市,衢州市,0.4372
223,省,福建省,地级市,泉州市,0.4736
224,自治区,西藏自治区,地级市,日喀则市,0.0541
225,省,山东省,地级市,日照市,0.5328
226,省,河南省,地级市,三门峡市,0.2922
227,省,福建省,地级市,三明市,0.3014
228,省,海南省,地级市,三亚市,0.3798
229,省,福建省,地级市,厦门市,0.5814
230,自治区,西藏自治区,地级市,山南市,0.1311
231,省,广东省,地级市,汕头市,0.592
232,省,广东省,地级市,汕尾市,0.4256
233,省,陕西省,地级市,商洛市,0.2884
234,省,河南省,地级市,商丘市,0.3566
235,直辖市,上海市,不统计,不统计,0.5279
236,省,江西省,地级市,上饶市,0.3379
237,省,广东省,地级市,韶关市,0.3549
238,省,湖南省,地级市,邵阳市,0.4103
239,省,浙江省,地级市,绍兴市,0.5358
240,省,广东省,地级市,深圳市,0.4673
241,省,湖北省,不统计,不统计,0.3126
242,省,辽宁省,地级市,沈阳市,0.414
243,省,湖北省,地级市,十堰市,0.2675
244,自治区,新疆维吾尔自治区,不统计,不统计,0.5443
245,省,河北省,地级市,石家庄市,0.513
246,自治区,宁夏回族自治区,地级市,石嘴山市,0.2544
247,自治区,新疆维吾尔自治区,不统计,不统计,0.2395
248,省,黑龙江省,地级市,双鸭山市,0.2652
249,省,山西省,地级市,朔州市,0.3678
250,省,吉林省,地级市,四平市,0.3117
251,省,吉林省,地级市,松原市,0.2417
252,省,江苏省,地级市,苏州市,0.553
253,省,江苏省,地级市,宿迁市,0.4147
254,省,安徽省,地级市,宿州市,0.3231
255,省,黑龙江省,地级市,绥化市,0.2334
256,省,湖北省,地级市,随州市,0.3157
257,省,四川省,地级市,遂宁市,0.4857
258,省,台湾省,不统计,不统计,0.183
259,省,浙江省,地级市,台州市,0.5205
260,省,山西省,地级市,太原市,0.4637
261,省,山东省,地级市,泰安市,0.4484
262,省,江苏省,地级市,泰州市,0.6498
263,省,河北省,地级市,唐山市,0.5848
264,直辖市,天津市,不统计,不统计,0.5996
265,省,湖北省,不统计,不统计,0.3505
266,省,甘肃省,地级市,天水市,0.3789
267,省,辽宁省,地级市,铁岭市,0.3445
268,省,吉林省,地级市,通化市,0.3601
269,自治区,内蒙古自治区,地级市,通辽市,0.1826
270,省,陕西省,地级市,铜川市,0.334
271,省,安徽省,地级市,铜陵市,0.557
272,省,贵州省,地级市,铜仁市,0.4393
273,自治区,新疆维吾尔自治区,不统计,不统计,0.1755
274,自治区,新疆维吾尔自治区,地级市,吐鲁番市,0.0169
275,省,海南省,不统计,不统计,0.2891
276,省,海南省,不统计,不统计,0.4096
277,省,山东省,地级市,威海市,0.5179
278,省,山东省,地级市,潍坊市,0.4951
279,省,陕西省,地级市,渭南市,0.3685
280,省,浙江省,地级市,温州市,0.5293
281,省,海南省,不统计,不统计,0.4187
282,省,云南省,自治州,文山壮族苗族自治州,0.286
283,自治区,内蒙古自治区,地级市,乌海市,0.3548
284,自治区,内蒙古自治区,地级市,乌兰察布市,0.1261
285,自治区,新疆维吾尔自治区,地级市,乌鲁木齐市,0.1631
286,省,江苏省,地级市,无锡市,0.6224
287,省,安徽省,地级市,芜湖市,0.6216
288,自治区,宁夏回族自治区,地级市,吴忠市,0.2753
289,自治区,广西壮族自治区,地级市,梧州市,0.2949
290,自治区,新疆维吾尔自治区,不统计,不统计,0.284
291,省,海南省,不统计,不统计,0.2548
292,省,湖北省,地级市,武汉市,0.4859
293,省,甘肃省,地级市,武威市,0.1319
294,省,陕西省,地级市,西安市,0.4646
295,省,青海省,地级市,西宁市,0.2466
296,省,云南省,自治州,西双版纳傣族自治州,0.0851
297,自治区,内蒙古自治区,盟,锡林郭勒盟,0.082
298,省,湖北省,不统计,不统计,0.3831
299,省,湖北省,地级市,咸宁市,0.3126
300,省,陕西省,地级市,咸阳市,0.4374
301,特别行政区,香港特别行政区,不统计,不统计,0.2375
302,省,湖南省,地级市,湘潭市,0.4631
303,省,湖南省,自治州,湘西土家族苗族自治州,0.3924
304,省,湖北省,地级市,襄阳市,0.312
305,省,湖北省,地级市,孝感市,0.4062
306,省,山西省,地级市,忻州市,0.3298
307,省,河南省,地级市,新乡市,0.4332
308,省,江西省,地级市,新余市,0.4132
309,省,河南省,地级市,信阳市,0.3893
310,省,河北省,地级市,邢台市,0.4645
311,自治区,内蒙古自治区,盟,兴安盟,0.1504
312,省,河南省,地级市,许昌市,0.4166
313,省,安徽省,地级市,宣城市,0.4419
314,省,四川省,地级市,雅安市,0.2413
315,省,山东省,地级市,烟台市,0.4912
316,省,陕西省,地级市,延安市,0.3186
317,省,吉林省,自治州,延边朝鲜族自治州,0.2632
318,省,江苏省,地级市,盐城市,0.5282
319,省,江苏省,地级市,扬州市,0.5878
320,省,广东省,地级市,阳江市,0.1776
321,省,山西省,地级市,阳泉市,0.4066
322,省,黑龙江省,地级市,伊春市,0.0947
323,自治区,新疆维吾尔自治区,自治州,伊犁哈萨克自治州,0.1893
324,省,四川省,地级市,宜宾市,0.3887
325,省,湖北省,地级市,宜昌市,0.3419
326,省,江西省,地级市,宜春市,0.368
327,省,湖南省,地级市,益阳市,0.3907
328,自治区,宁夏回族自治区,地级市,银川市,0.4265
329,省,江西省,地级市,鹰潭市,0.3759
330,省,辽宁省,地级市,营口市,0.4008
331,省,湖南省,地级市,永州市,0.3926
332,省,陕西省,地级市,榆林市,0.3254
333,自治区,广西壮族自治区,地级市,玉林市,0.3141
334,省,青海省,自治州,玉树藏族自治州,0.028
335,省,云南省,地级市,玉溪市,0.2957
336,省,湖南省,地级市,岳阳市,0.3673
337,省,广东省,地级市,云浮市,0.2972
338,省,山西省,地级市,运城市,0.2967
339,省,山东省,地级市,枣庄市,0.4874
340,省,广东省,地级市,湛江市,0.3856
341,省,湖南省,地级市,张家界市,0.3873
342,省,河北省,地级市,张家口市,0.2558
343,省,甘肃省,地级市,张掖市,0.085
344,省,福建省,地级市,漳州市,0.4316
345,省,吉林省,地级市,长春市,0.3843
346,省,湖南省,地级市,长沙市,0.4545
347,省,山西省,地级市,长治市,0.3442
348,省,云南省,地级市,昭通市,0.3319
349,省,广东省,地级市,肇庆市,0.3137
350,省,江苏省,地级市,镇江市,0.6463
351,省,广东省,地级市,中山市,0.5005
352,自治区,宁夏回族自治区,地级市,中卫市,0.2491
353,直辖市,重庆市,不统计,不统计,0.4251
354,省,浙江省,地级市,舟山市,0.0063
355,省,河南省,地级市,周口市,0.3685
356,省,广东省,地级市,珠海市,0.4225
357,省,湖南省,地级市,株洲市,0.3949
358,省,河南省,地级市,驻马店市,0.3532
359,省,四川省,地级市,资阳市,0.4221
360,省,山东省,地级市,淄博市,0.435
361,省,四川省,地级市,自贡市,0.4361
362,省,贵州省,地级市,遵义市,0.4533
363,省,海南省,地级市,三沙市,0.0063
364,省,山东省,地级市,济宁市,0.4531
365,自治区,新疆维吾尔自治区,不统计,不统计,0.0855
366,省,江苏省,地级市,徐州市,0.4661
367,自治区,新疆维吾尔自治区,不统计,不统计,0.0585
368,省,辽宁省,地级市,丹东市,0.3439
369,省,河南省,地级市,郑州市,0.4681
370,自治区,新疆维吾尔自治区,不统计,不统计,0.1707
371,自治区,新疆维吾尔自治区,地区,塔城地区,0.0969
372,省,四川省,自治州,阿坝藏族羌族自治州,0.1158
