序号,省级类,省级,地级类,地级,适宜性均值
110,自治区,内蒙古自治区,地级市,呼和浩特市,0.341
111,自治区,内蒙古自治区,地级市,呼伦贝尔市,0.0323
112,自治区,新疆维吾尔自治区,不统计,不统计,0.1503
113,省,辽宁省,地级市,葫芦岛市,0.4195
114,省,浙江省,地级市,湖州市,0.6702
115,省,湖南省,地级市,怀化市,0.3173
116,省,江苏省,地级市,淮安市,0.4556
117,省,安徽省,地级市,淮北市,0.4668
118,省,安徽省,地级市,淮南市,0.4584
119,省,湖北省,地级市,黄冈市,0.5228
120,省,青海省,自治州,黄南藏族自治州,0.1232
121,省,安徽省,地级市,黄山市,0.5438
122,省,湖北省,地级市,黄石市,0.5273
123,省,广东省,地级市,惠州市,0.2767
124,省,黑龙江省,地级市,鸡西市,0.3372
125,省,江西省,地级市,吉安市,0.2821
126,省,吉林省,地级市,吉林市,0.402
127,省,山东省,地级市,济南市,0.4917
128,省,河南省,不统计,不统计,0.3823
129,省,黑龙江省,地级市,佳木斯市,0.2705
130,省,浙江省,地级市,嘉兴市,0.5991
131,省,甘肃省,地级市,嘉峪关市,0.1621
132,省,广东省,地级市,江门市,0.3878
133,省,河南省,地级市,焦作市,0.4781
134,省,广东省,地级市,揭阳市,0.4119
135,省,甘肃省,地级市,金昌市,0.1994
136,省,浙江省,地级市,金华市,0.6334
137,省,辽宁省,地级市,锦州市,0.4007
138,省,山西省,地级市,晋城市,0.3933
139,省,山西省,地级市,晋中市,0.4492
140,省,湖北省,地级市,荆门市,0.4477
141,省,湖北省,地级市,荆州市,0.533
142,省,江西省,地级市,景德镇市,0.4034
143,省,江西省,地级市,九江市,0.3718
144,省,甘肃省,地级市,酒泉市,0.0247
145,自治区,新疆维吾尔自治区,地区,喀什地区,0.0518
146,省,河南省,地级市,开封市,0.3855
147,自治区,新疆维吾尔自治区,不统计,不统计,0.34
148,自治区,新疆维吾尔自治区,地级市,克拉玛依市,0.1073
149,自治区,新疆维吾尔自治区,自治州,克孜勒苏柯尔克孜自治州,0.07
150,省,云南省,地级市,昆明市,0.3923
151,自治区,新疆维吾尔自治区,不统计,不统计,0.0607
152,自治区,西藏自治区,地级市,拉萨市,0.1212
153,自治区,广西壮族自治区,地级市,来宾市,0.2706
154,省,甘肃省,地级市,兰州市,0.39
155,省,河北省,地级市,廊坊市,0.694
156,省,海南省,不统计,不统计,0.3493
157,省,四川省,地级市,乐山市,0.4161
158,省,云南省,地级市,丽江市,0.2522
159,省,浙江省,地级市,丽水市,0.5324
160,省,江苏省,地级市,连云港市,0.5023
161,省,四川省,自治州,凉山彝族自治州,0.2492
162,省,辽宁省,地级市,辽阳市,0.5402
163,省,吉林省,地级市,辽源市,0.4753
164,省,山东省,地级市,聊城市,0.464
165,自治区,西藏自治区,地级市,林芝市,0.1301
166,省,云南省,地级市,临沧市,0.17
167,省,山西省,地级市,临汾市,0.3945
168,省,海南省,不统计,不统计,0.4593
169,省,甘肃省,自治州,临夏回族自治州,0.3834
170,省,山东省,地级市,临沂市,0.4964
171,省,海南省,不统计,不统计,0.4976
172,自治区,广西壮族自治区,地级市,柳州市,0.325
173,省,安徽省,地级市,六安市,0.5095
174,省,贵州省,地级市,六盘水市,0.467
175,省,福建省,地级市,龙岩市,0.3569
176,省,甘肃省,地级市,陇南市,0.3219
177,省,湖南省,地级市,娄底市,0.3673
178,省,四川省,地级市,泸州市,0.4095
179,省,河南省,地级市,洛阳市,0.3677
180,省,河南省,地级市,漯河市,0.406
181,省,山西省,地级市,吕梁市,0.3938
182,省,安徽省,地级市,马鞍山市,0.6188
183,省,广东省,地级市,茂名市,0.3315
184,省,四川省,地级市,眉山市,0.492
185,省,广东省,地级市,梅州市,0.2721
186,省,四川省,地级市,绵阳市,0.2599
187,省,黑龙江省,地级市,牡丹江市,0.2886
188,自治区,西藏自治区,地级市,那曲市,0.0398
189,省,江西省,地级市,南昌市,0.5029
190,省,四川省,地级市,南充市,0.4129
191,省,江苏省,地级市,南京市,0.6622
192,自治区,广西壮族自治区,地级市,南宁市,0.2681
193,省,福建省,地级市,南平市,0.443
194,省,江苏省,地级市,南通市,0.6369
195,省,河南省,地级市,南阳市,0.3688
196,省,四川省,地级市,内江市,0.5084
197,省,浙江省,地级市,宁波市,0.5349
198,省,福建省,地级市,宁德市,0.504
199,省,云南省,自治州,怒江傈僳族自治州,0.2919
200,省,四川省,地级市,攀枝花市,0.185
201,省,辽宁省,地级市,盘锦市,0.5047
202,省,河南省,地级市,平顶山市,0.405
203,省,甘肃省,地级市,平凉市,0.4411
204,省,江西省,地级市,萍乡市,0.3428
205,省,福建省,地级市,莆田市,0.4227
206,省,河南省,地级市,濮阳市,0.4808
207,省,云南省,地级市,普洱市,0.0853
208,省,黑龙江省,地级市,七台河市,0.3266
209,省,黑龙江省,地级市,齐齐哈尔市,0.1708
210,省,湖北省,不统计,不统计,0.5408
211,省,贵州省,自治州,黔东南苗族侗族自治州,0.3269
212,省,贵州省,自治州,黔南布依族苗族自治州,0.3819
213,省,贵州省,自治州,黔西南布依族苗族自治州,0.3617
214,自治区,广西壮族自治区,地级市,钦州市,0.2393
215,省,河北省,地级市,秦皇岛市,0.4588
216,省,山东省,地级市,青岛市,0.5569
217,省,广东省,地级市,清远市,0.3839
218,省,甘肃省,地级市,庆阳市,0.4252
219,省,海南省,不统计,不统计,0.4544
220,省,海南省,不统计,不统计,0.2738
221,省,云南省,地级市,曲靖市,0.4112
222,省,浙江省,地级市,衢州市,0.6296
223,省,福建省,地级市,泉州市,0.4974
224,自治区,西藏自治区,地级市,日喀则市,0.0739
225,省,山东省,地级市,日照市,0.5183
226,省,河南省,地级市,三门峡市,0.3648
227,省,福建省,地级市,三明市,0.3802
228,省,海南省,地级市,三亚市,0.415
229,省,福建省,地级市,厦门市,0.5891
230,自治区,西藏自治区,地级市,山南市,0.1411
231,省,广东省,地级市,汕头市,0.5723
232,省,广东省,地级市,汕尾市,0.3312
233,省,陕西省,地级市,商洛市,0.3171
234,省,河南省,地级市,商丘市,0.3816
235,直辖市,上海市,不统计,不统计,0.5678
236,省,江西省,地级市,上饶市,0.462
237,省,广东省,地级市,韶关市,0.3773
238,省,湖南省,地级市,邵阳市,0.3454
239,省,浙江省,地级市,绍兴市,0.5769
240,省,广东省,地级市,深圳市,0.5156
241,省,湖北省,不统计,不统计,0.3056
242,省,辽宁省,地级市,沈阳市,0.4837
243,省,湖北省,地级市,十堰市,0.3082
244,自治区,新疆维吾尔自治区,不统计,不统计,0.531
245,省,河北省,地级市,石家庄市,0.5092
246,自治区,宁夏回族自治区,地级市,石嘴山市,0.2005
247,自治区,新疆维吾尔自治区,不统计,不统计,0.3224
248,省,黑龙江省,地级市,双鸭山市,0.3008
249,省,山西省,地级市,朔州市,0.4041
250,省,吉林省,地级市,四平市,0.3886
251,省,吉林省,地级市,松原市,0.3045
252,省,江苏省,地级市,苏州市,0.6212
253,省,江苏省,地级市,宿迁市,0.4391
254,省,安徽省,地级市,宿州市,0.3894
255,省,黑龙江省,地级市,绥化市,0.1806
256,省,湖北省,地级市,随州市,0.4147
257,省,四川省,地级市,遂宁市,0.4615
258,省,台湾省,不统计,不统计,0.3087
259,省,浙江省,地级市,台州市,0.5233
260,省,山西省,地级市,太原市,0.4826
261,省,山东省,地级市,泰安市,0.443
262,省,江苏省,地级市,泰州市,0.6801
263,省,河北省,地级市,唐山市,0.5721
264,直辖市,天津市,不统计,不统计,0.6552
265,省,湖北省,不统计,不统计,0.5084
266,省,甘肃省,地级市,天水市,0.3998
267,省,辽宁省,地级市,铁岭市,0.4247
268,省,吉林省,地级市,通化市,0.4438
269,自治区,内蒙古自治区,地级市,通辽市,0.2104
270,省,陕西省,地级市,铜川市,0.4005
271,省,安徽省,地级市,铜陵市,0.6239
272,省,贵州省,地级市,铜仁市,0.4386
273,自治区,新疆维吾尔自治区,不统计,不统计,0.099
274,自治区,新疆维吾尔自治区,地级市,吐鲁番市,0.0111
275,省,海南省,不统计,不统计,0.399
276,省,海南省,不统计,不统计,0.4615
277,省,山东省,地级市,威海市,0.4816
278,省,山东省,地级市,潍坊市,0.4972
279,省,陕西省,地级市,渭南市,0.4118
280,省,浙江省,地级市,温州市,0.5576
281,省,海南省,不统计,不统计,0.4715
282,省,云南省,自治州,文山壮族苗族自治州,0.3176
283,自治区,内蒙古自治区,地级市,乌海市,0.2638
284,自治区,内蒙古自治区,地级市,乌兰察布市,0.1466
285,自治区,新疆维吾尔自治区,地级市,乌鲁木齐市,0.1718
286,省,江苏省,地级市,无锡市,0.686
287,省,安徽省,地级市,芜湖市,0.6596
288,自治区,宁夏回族自治区,地级市,吴忠市,0.2482
289,自治区,广西壮族自治区,地级市,梧州市,0.2106
290,自治区,新疆维吾尔自治区,不统计,不统计,0.2307
291,省,海南省,不统计,不统计,0.1908
292,省,湖北省,地级市,武汉市,0.5952
293,省,甘肃省,地级市,武威市,0.1617
294,省,陕西省,地级市,西安市,0.4798
295,省,青海省,地级市,西宁市,0.3411
296,省,云南省,自治州,西双版纳傣族自治州,0.0682
297,自治区,内蒙古自治区,盟,锡林郭勒盟,0.0511
298,省,湖北省,不统计,不统计,0.5282
299,省,湖北省,地级市,咸宁市,0.4067
300,省,陕西省,地级市,咸阳市,0.476
301,特别行政区,香港特别行政区,不统计,不统计,0.2832
302,省,湖南省,地级市,湘潭市,0.4067
303,省,湖南省,自治州,湘西土家族苗族自治州,0.442
304,省,湖北省,地级市,襄阳市,0.3725
305,省,湖北省,地级市,孝感市,0.5293
306,省,山西省,地级市,忻州市,0.3869
307,省,河南省,地级市,新乡市,0.4265
308,省,江西省,地级市,新余市,0.3652
309,省,河南省,地级市,信阳市,0.4381
310,省,河北省,地级市,邢台市,0.4926
311,自治区,内蒙古自治区,盟,兴安盟,0.153
312,省,河南省,地级市,许昌市,0.4329
313,省,安徽省,地级市,宣城市,0.5796
314,省,四川省,地级市,雅安市,0.2641
315,省,山东省,地级市,烟台市,0.4716
316,省,陕西省,地级市,延安市,0.4142
317,省,吉林省,自治州,延边朝鲜族自治州,0.3462
318,省,江苏省,地级市,盐城市,0.5175
319,省,江苏省,地级市,扬州市,0.6024
320,省,广东省,地级市,阳江市,0.2839
321,省,山西省,地级市,阳泉市,0.4312
322,省,黑龙江省,地级市,伊春市,0.084
323,自治区,新疆维吾尔自治区,自治州,伊犁哈萨克自治州,0.2982
324,省,四川省,地级市,宜宾市,0.4478
325,省,湖北省,地级市,宜昌市,0.4211
326,省,江西省,地级市,宜春市,0.3331
327,省,湖南省,地级市,益阳市,0.4607
328,自治区,宁夏回族自治区,地级市,银川市,0.3447
329,省,江西省,地级市,鹰潭市,0.4674
330,省,辽宁省,地级市,营口市,0.4522
331,省,湖南省,地级市,永州市,0.416
332,省,陕西省,地级市,榆林市,0.3963
333,自治区,广西壮族自治区,地级市,玉林市,0.2425
334,省,青海省,自治州,玉树藏族自治州,0.0296
335,省,云南省,地级市,玉溪市,0.2328
336,省,湖南省,地级市,岳阳市,0.4453
337,省,广东省,地级市,云浮市,0.2575
338,省,山西省,地级市,运城市,0.3717
339,省,山东省,地级市,枣庄市,0.5094
340,省,广东省,地级市,湛江市,0.4559
341,省,湖南省,地级市,张家界市,0.4931
342,省,河北省,地级市,张家口市,0.2865
343,省,甘肃省,地级市,张掖市,0.1136
344,省,福建省,地级市,漳州市,0.3989
345,省,吉林省,地级市,长春市,0.4193
346,省,湖南省,地级市,长沙市,0.4287
347,省,山西省,地级市,长治市,0.4355
348,省,云南省,地级市,昭通市,0.3474
349,省,广东省,地级市,肇庆市,0.3078
350,省,江苏省,地级市,镇江市,0.7057
351,省,广东省,地级市,中山市,0.513
352,自治区,宁夏回族自治区,地级市,中卫市,0.2446
353,直辖市,重庆市,不统计,不统计,0.4589
354,省,浙江省,地级市,舟山市,0.006
355,省,河南省,地级市,周口市,0.3693
356,省,广东省,地级市,珠海市,0.4326
357,省,湖南省,地级市,株洲市,0.3427
358,省,河南省,地级市,驻马店市,0.3749
359,省,四川省,地级市,资阳市,0.4722
360,省,山东省,地级市,淄博市,0.4916
361,省,四川省,地级市,自贡市,0.5062
362,省,贵州省,地级市,遵义市,0.4509
363,省,海南省,地级市,三沙市,0.006
364,省,山东省,地级市,济宁市,0.4817
365,自治区,新疆维吾尔自治区,不统计,不统计,0.0714
366,省,江苏省,地级市,徐州市,0.4792
367,自治区,新疆维吾尔自治区,不统计,不统计,0.0375
368,省,辽宁省,地级市,丹东市,0.4544
369,省,河南省,地级市,郑州市,0.5407
370,自治区,新疆维吾尔自治区,不统计,不统计,0.3161
371,自治区,新疆维吾尔自治区,地区,塔城地区,0.1562
372,省,四川省,自治州,阿坝藏族羌族自治州,0.0917
