序号,省级类,省级,地级类,地级,适宜性均值
90,省,青海省,自治州,海北藏族自治州,0.0348
91,省,青海省,地级市,海东市,0.2686
92,省,海南省,地级市,海口市,0.5229
93,省,青海省,自治州,海南藏族自治州,0.127
94,省,青海省,自治州,海西蒙古族藏族自治州,0.0228
95,省,河北省,地级市,邯郸市,0.4979
96,省,陕西省,地级市,汉中市,0.3145
97,省,浙江省,地级市,杭州市,0.4978
98,省,安徽省,地级市,合肥市,0.5497
99,自治区,新疆维吾尔自治区,地区,和田地区,0.0309
100,自治区,广西壮族自治区,地级市,河池市,0.3495
101,省,广东省,地级市,河源市,0.2738
102,省,山东省,地级市,菏泽市,0.5126
103,自治区,广西壮族自治区,地级市,贺州市,0.3804
104,省,河南省,地级市,鹤壁市,0.4982
105,省,黑龙江省,地级市,鹤岗市,0.2364
106,省,黑龙江省,地级市,黑河市,0.1225
107,省,河北省,地级市,衡水市,0.4555
108,省,湖南省,地级市,衡阳市,0.37
109,省,云南省,自治州,红河哈尼族彝族自治州,0.3192
110,自治区,内蒙古自治区,地级市,呼和浩特市,0.3284
111,自治区,内蒙古自治区,地级市,呼伦贝尔市,0.0833
112,自治区,新疆维吾尔自治区,不统计,不统计,0.1801
113,省,辽宁省,地级市,葫芦岛市,0.3472
114,省,浙江省,地级市,湖州市,0.6017
115,省,湖南省,地级市,怀化市,0.3502
116,省,江苏省,地级市,淮安市,0.4332
117,省,安徽省,地级市,淮北市,0.4545
118,省,安徽省,地级市,淮南市,0.4432
119,省,湖北省,地级市,黄冈市,0.5008
120,省,青海省,自治州,黄南藏族自治州,0.1009
121,省,安徽省,地级市,黄山市,0.457
122,省,湖北省,地级市,黄石市,0.5125
123,省,广东省,地级市,惠州市,0.3192
124,省,黑龙江省,地级市,鸡西市,0.2887
125,省,江西省,地级市,吉安市,0.2846
126,省,吉林省,地级市,吉林市,0.332
127,省,山东省,地级市,济南市,0.4947
128,省,河南省,不统计,不统计,0.364
129,省,黑龙江省,地级市,佳木斯市,0.2526
130,省,浙江省,地级市,嘉兴市,0.5657
131,省,甘肃省,地级市,嘉峪关市,0.1789
132,省,广东省,地级市,江门市,0.4455
133,省,河南省,地级市,焦作市,0.5042
134,省,广东省,地级市,揭阳市,0.4685
135,省,甘肃省,地级市,金昌市,0.1562
136,省,浙江省,地级市,金华市,0.544
137,省,辽宁省,地级市,锦州市,0.362
138,省,山西省,地级市,晋城市,0.3992
139,省,山西省,地级市,晋中市,0.4074
140,省,湖北省,地级市,荆门市,0.4188
141,省,湖北省,地级市,荆州市,0.505
142,省,江西省,地级市,景德镇市,0.3788
143,省,江西省,地级市,九江市,0.3844
144,省,甘肃省,地级市,酒泉市,0.0304
145,自治区,新疆维吾尔自治区,地区,喀什地区,0.0688
146,省,河南省,地级市,开封市,0.4794
147,自治区,新疆维吾尔自治区,不统计,不统计,0.291
148,自治区,新疆维吾尔自治区,地级市,克拉玛依市,0.1406
149,自治区,新疆维吾尔自治区,自治州,克孜勒苏柯尔克孜自治州,0.0551
150,省,云南省,地级市,昆明市,0.3377
151,自治区,新疆维吾尔自治区,不统计,不统计,0.1198
152,自治区,西藏自治区,地级市,拉萨市,0.111
153,自治区,广西壮族自治区,地级市,来宾市,0.3743
154,省,甘肃省,地级市,兰州市,0.3621
155,省,河北省,地级市,廊坊市,0.634
156,省,海南省,不统计,不统计,0.3312
157,省,四川省,地级市,乐山市,0.4223
158,省,云南省,地级市,丽江市,0.2522
159,省,浙江省,地级市,丽水市,0.4289
160,省,江苏省,地级市,连云港市,0.5554
161,省,四川省,自治州,凉山彝族自治州,0.2468
162,省,辽宁省,地级市,辽阳市,0.5537
163,省,吉林省,地级市,辽源市,0.3711
164,省,山东省,地级市,聊城市,0.5173
165,自治区,西藏自治区,地级市,林芝市,0.1048
166,省,云南省,地级市,临沧市,0.2183
167,省,山西省,地级市,临汾市,0.3606
168,省,海南省,不统计,不统计,0.3829
169,省,甘肃省,自治州,临夏回族自治州,0.3775
170,省,山东省,地级市,临沂市,0.5241
171,省,海南省,不统计,不统计,0.4844
172,自治区,广西壮族自治区,地级市,柳州市,0.4078
173,省,安徽省,地级市,六安市,0.4946
174,省,贵州省,地级市,六盘水市,0.4052
175,省,福建省,地级市,龙岩市,0.3066
176,省,甘肃省,地级市,陇南市,0.2799
177,省,湖南省,地级市,娄底市,0.3834
178,省,四川省,地级市,泸州市,0.4244
179,省,河南省,地级市,洛阳市,0.3723
180,省,河南省,地级市,漯河市,0.4769
181,省,山西省,地级市,吕梁市,0.3688
182,省,安徽省,地级市,马鞍山市,0.6292
183,省,广东省,地级市,茂名市,0.4057
184,省,四川省,地级市,眉山市,0.4921
185,省,广东省,地级市,梅州市,0.302
186,省,四川省,地级市,绵阳市,0.2883
187,省,黑龙江省,地级市,牡丹江市,0.2355
188,自治区,西藏自治区,地级市,那曲市,0.0211
189,省,江西省,地级市,南昌市,0.4865
190,省,四川省,地级市,南充市,0.4334
191,省,江苏省,地级市,南京市,0.6113
192,自治区,广西壮族自治区,地级市,南宁市,0.3778
193,省,福建省,地级市,南平市,0.3298
194,省,江苏省,地级市,南通市,0.5888
195,省,河南省,地级市,南阳市,0.3875
196,省,四川省,地级市,内江市,0.4729
197,省,浙江省,地级市,宁波市,0.4775
198,省,福建省,地级市,宁德市,0.3847
199,省,云南省,自治州,怒江傈僳族自治州,0.2689
200,省,四川省,地级市,攀枝花市,0.2066
201,省,辽宁省,地级市,盘锦市,0.5355
202,省,河南省,地级市,平顶山市,0.4378
203,省,甘肃省,地级市,平凉市,0.3733
204,省,江西省,地级市,萍乡市,0.376
205,省,福建省,地级市,莆田市,0.3365
206,省,河南省,地级市,濮阳市,0.5443
207,省,云南省,地级市,普洱市,0.1552
208,省,黑龙江省,地级市,七台河市,0.2947
209,省,黑龙江省,地级市,齐齐哈尔市,0.2186
210,省,湖北省,不统计,不统计,0.532
211,省,贵州省,自治州,黔东南苗族侗族自治州,0.3586
212,省,贵州省,自治州,黔南布依族苗族自治州,0.425
213,省,贵州省,自治州,黔西南布依族苗族自治州,0.3869
214,自治区,广西壮族自治区,地级市,钦州市,0.3626
215,省,河北省,地级市,秦皇岛市,0.4062
216,省,山东省,地级市,青岛市,0.5835
217,省,广东省,地级市,清远市,0.3931
218,省,甘肃省,地级市,庆阳市,0.3968
219,省,海南省,不统计,不统计,0.4182
220,省,海南省,不统计,不统计,0.2086
221,省,云南省,地级市,曲靖市,0.334
222,省,浙江省,地级市,衢州市,0.4491
223,省,福建省,地级市,泉州市,0.3987
224,自治区,西藏自治区,地级市,日喀则市,0.0534
225,省,山东省,地级市,日照市,0.5338
226,省,河南省,地级市,三门峡市,0.3609
227,省,福建省,地级市,三明市,0.2993
228,省,海南省,地级市,三亚市,0.3774
229,省,福建省,地级市,厦门市,0.4334
230,自治区,西藏自治区,地级市,山南市,0.1409
231,省,广东省,地级市,汕头市,0.5614
232,省,广东省,地级市,汕尾市,0.4334
233,省,陕西省,地级市,商洛市,0.3316
234,省,河南省,地级市,商丘市,0.4505
235,直辖市,上海市,不统计,不统计,0.5166
236,省,江西省,地级市,上饶市,0.3772
237,省,广东省,地级市,韶关市,0.331
238,省,湖南省,地级市,邵阳市,0.3703
239,省,浙江省,地级市,绍兴市,0.5205
240,省,广东省,地级市,深圳市,0.4158
241,省,湖北省,不统计,不统计,0.2697
242,省,辽宁省,地级市,沈阳市,0.4718
243,省,湖北省,地级市,十堰市,0.352
244,自治区,新疆维吾尔自治区,不统计,不统计,0.5045
245,省,河北省,地级市,石家庄市,0.4745
246,自治区,宁夏回族自治区,地级市,石嘴山市,0.255
247,自治区,新疆维吾尔自治区,不统计,不统计,0.3346
248,省,黑龙江省,地级市,双鸭山市,0.2767
249,省,山西省,地级市,朔州市,0.4156
250,省,吉林省,地级市,四平市,0.3259
251,省,吉林省,地级市,松原市,0.2764
252,省,江苏省,地级市,苏州市,0.5343
253,省,江苏省,地级市,宿迁市,0.4536
254,省,安徽省,地级市,宿州市,0.3971
255,省,黑龙江省,地级市,绥化市,0.2338
256,省,湖北省,地级市,随州市,0.3922
257,省,四川省,地级市,遂宁市,0.4412
258,省,台湾省,不统计,不统计,0.1918
259,省,浙江省,地级市,台州市,0.4297
260,省,山西省,地级市,太原市,0.4589
261,省,山东省,地级市,泰安市,0.4974
262,省,江苏省,地级市,泰州市,0.614
263,省,河北省,地级市,唐山市,0.5533
264,直辖市,天津市,不统计,不统计,0.5997
265,省,湖北省,不统计,不统计,0.4889
266,省,甘肃省,地级市,天水市,0.3439
267,省,辽宁省,地级市,铁岭市,0.3684
268,省,吉林省,地级市,通化市,0.3743
269,自治区,内蒙古自治区,地级市,通辽市,0.2107
270,省,陕西省,地级市,铜川市,0.3849
271,省,安徽省,地级市,铜陵市,0.5758
272,省,贵州省,地级市,铜仁市,0.4206
273,自治区,新疆维吾尔自治区,不统计,不统计,0.17
274,自治区,新疆维吾尔自治区,地级市,吐鲁番市,0.0283
275,省,海南省,不统计,不统计,0.3716
276,省,海南省,不统计,不统计,0.4107
277,省,山东省,地级市,威海市,0.5013
278,省,山东省,地级市,潍坊市,0.5203
279,省,陕西省,地级市,渭南市,0.4144
280,省,浙江省,地级市,温州市,0.4605
281,省,海南省,不统计,不统计,0.4569
282,省,云南省,自治州,文山壮族苗族自治州,0.3512
283,自治区,内蒙古自治区,地级市,乌海市,0.3304
284,自治区,内蒙古自治区,地级市,乌兰察布市,0.1468
285,自治区,新疆维吾尔自治区,地级市,乌鲁木齐市,0.1574
286,省,江苏省,地级市,无锡市,0.608
287,省,安徽省,地级市,芜湖市,0.6526
288,自治区,宁夏回族自治区,地级市,吴忠市,0.2628
289,自治区,广西壮族自治区,地级市,梧州市,0.3144
290,自治区,新疆维吾尔自治区,不统计,不统计,0.332
291,省,海南省,不统计,不统计,0.1326
292,省,湖北省,地级市,武汉市,0.5842
293,省,甘肃省,地级市,武威市,0.1295
294,省,陕西省,地级市,西安市,0.4463
295,省,青海省,地级市,西宁市,0.2251
296,省,云南省,自治州,西双版纳傣族自治州,0.1232
297,自治区,内蒙古自治区,盟,锡林郭勒盟,0.0755
298,省,湖北省,不统计,不统计,0.5359
299,省,湖北省,地级市,咸宁市,0.4259
300,省,陕西省,地级市,咸阳市,0.4473
301,特别行政区,香港特别行政区,不统计,不统计,0.272
302,省,湖南省,地级市,湘潭市,0.4252
303,省,湖南省,自治州,湘西土家族苗族自治州,0.4108
304,省,湖北省,地级市,襄阳市,0.4021
305,省,湖北省,地级市,孝感市,0.504
306,省,山西省,地级市,忻州市,0.3501
307,省,河南省,地级市,新乡市,0.4784
308,省,江西省,地级市,新余市,0.3978
309,省,河南省,地级市,信阳市,0.4036
310,省,河北省,地级市,邢台市,0.4797
311,自治区,内蒙古自治区,盟,兴安盟,0.1964
312,省,河南省,地级市,许昌市,0.5002
313,省,安徽省,地级市,宣城市,0.4854
314,省,四川省,地级市,雅安市,0.3284
315,省,山东省,地级市,烟台市,0.4816
316,省,陕西省,地级市,延安市,0.3558
317,省,吉林省,自治州,延边朝鲜族自治州,0.2669
318,省,江苏省,地级市,盐城市,0.4894
319,省,江苏省,地级市,扬州市,0.5569
320,省,广东省,地级市,阳江市,0.3367
321,省,山西省,地级市,阳泉市,0.3957
322,省,黑龙江省,地级市,伊春市,0.1307
323,自治区,新疆维吾尔自治区,自治州,伊犁哈萨克自治州,0.1749
324,省,四川省,地级市,宜宾市,0.4338
325,省,湖北省,地级市,宜昌市,0.4429
326,省,江西省,地级市,宜春市,0.3834
327,省,湖南省,地级市,益阳市,0.4088
328,自治区,宁夏回族自治区,地级市,银川市,0.397
329,省,江西省,地级市,鹰潭市,0.3969
330,省,辽宁省,地级市,营口市,0.4491
331,省,湖南省,地级市,永州市,0.3781
332,省,陕西省,地级市,榆林市,0.3704
333,自治区,广西壮族自治区,地级市,玉林市,0.3523
334,省,青海省,自治州,玉树藏族自治州,0.0305
335,省,云南省,地级市,玉溪市,0.2794
336,省,湖南省,地级市,岳阳市,0.4385
337,省,广东省,地级市,云浮市,0.3391
338,省,山西省,地级市,运城市,0.3826
339,省,山东省,地级市,枣庄市,0.5288
340,省,广东省,地级市,湛江市,0.4632
341,省,湖南省,地级市,张家界市,0.4286
342,省,河北省,地级市,张家口市,0.2706
343,省,甘肃省,地级市,张掖市,0.0964
344,省,福建省,地级市,漳州市,0.3438
345,省,吉林省,地级市,长春市,0.3963
346,省,湖南省,地级市,长沙市,0.4475
347,省,山西省,地级市,长治市,0.4062
348,省,云南省,地级市,昭通市,0.334
349,省,广东省,地级市,肇庆市,0.3526
350,省,江苏省,地级市,镇江市,0.6239
351,省,广东省,地级市,中山市,0.5051
352,自治区,宁夏回族自治区,地级市,中卫市,0.2584
353,直辖市,重庆市,不统计,不统计,0.4494
354,省,浙江省,地级市,舟山市,0.0052
355,省,河南省,地级市,周口市,0.462
356,省,广东省,地级市,珠海市,0.4127
357,省,湖南省,地级市,株洲市,0.3445
358,省,河南省,地级市,驻马店市,0.4
359,省,四川省,地级市,资阳市,0.417
360,省,山东省,地级市,淄博市,0.4696
361,省,四川省,地级市,自贡市,0.4662
362,省,贵州省,地级市,遵义市,0.4366
363,省,海南省,地级市,三沙市,0.0052
364,省,山东省,地级市,济宁市,0.5086
365,自治区,新疆维吾尔自治区,不统计,不统计,0.1411
366,省,江苏省,地级市,徐州市,0.5118
367,自治区,新疆维吾尔自治区,不统计,不统计,0.0969
368,省,辽宁省,地级市,丹东市,0.4088
369,省,河南省,地级市,郑州市,0.5337
370,自治区,新疆维吾尔自治区,不统计,不统计,0.1724
371,自治区,新疆维吾尔自治区,地区,塔城地区,0.1065
372,省,四川省,自治州,阿坝藏族羌族自治州,0.1301
